"pff_PLAYID","pff_GAMEID","pff_GAMEDATE","pff_GAMESEASON","pff_WEEK","pff_GSISGAMEKEY","pff_GSISPLAYID","pff_QUARTER","pff_DOWN","pff_CLOCK","pff_BLITZDOG","pff_CATCHABLE","pff_DEEPPASS","pff_DEFSCORE","pff_DRAW","pff_DRIVE","pff_DRIVEPLAY","pff_GAINLOSSNET","pff_GARBAGETIME","pff_GETOFFTIME","pff_KICKYARDS","pff_NOHUDDLE","pff_NOPLAY","pff_OFFFORMATIONUNBALANCED","pff_OFFSCORE","pff_OPTION","pff_PENALTYYARDS","pff_PLAYACTION","pff_PREVIOUSPFFPLAYID","pff_RETURNYARDS","pff_SCORE","pff_SCREEN","pff_SNAPTIME","pff_SORTORDER","pff_STUNT","pff_TIMETOPRESSURE","pff_TIMETOTHROW","pff_TRICKLOOK","pff_TRICKPLAY","pff_YARDSAFTERCATCH","pff_YARDSAFTERCONTACT","pff_2MINUTE","pff_BALLCARRIER","pff_BOXPLAYERS","pff_BUNCHED","pff_CENTERPASSBLOCKDIRECTION","pff_CHECKROUTE","pff_CHIPROUTE","pff_DBDEPTH","pff_DEFFRONT","pff_DEFPERSONNEL","pff_DEFPLAYERS","pff_DEFPLAYERSRATINGS","pff_DEFSUBSTITUTIONS","pff_DEFSUCCESS","pff_DEFTEAM","pff_DISTANCE","pff_DLDROP","pff_DLTECHNIQUES","pff_DOUBLETEAM","pff_DRIVEENDEVENT","pff_DRIVEENDFIELDPOSITION","pff_DRIVEENDPLAYNUMBER","pff_DRIVESTARTEVENT","pff_DRIVESTARTFIELDPOSITION","pff_DROPBACKDEPTH","pff_DROPBACKTYPE","pff_FIELDPOSITION","pff_FIRSTCONTACT","pff_FORCEDFUMBLE","pff_FUMBLE","pff_FUMBLERECOVERY","pff_GAINLOSS","pff_GUNNERS","pff_HANGTIME","pff_HASH","pff_HASHDEF","pff_HIT","pff_HURRY","pff_INCOMPLETIONTYPE","pff_INJURED","pff_INTERCEPTION","pff_KEYPLAYERS","pff_KICKCONTACT","pff_KICKDEPTH","pff_KICKDIRACTUAL","pff_KICKDIRINTENDED","pff_KICKER","pff_KICKRESULT","pff_KICKTYPE","pff_KICKWIDTH","pff_KICKZONE","pff_LBDEPTH","pff_MISSEDTACKLE","pff_MOFOCPLAYED","pff_MOFOCSHOWN","pff_NEGATIVEPFFGRADE","pff_OFFFORMATION","pff_OFFFORMATIONGROUP","pff_OFFODDITIES","pff_OFFPERSONNEL","pff_OFFPERSONNELBASIC","pff_OFFPERSONNELSKILL","pff_OFFPLAYERS","pff_OFFPLAYERSRATINGS","pff_OFFSUBSTITUTIONS","pff_OFFSUCCESS","pff_OFFTEAM","pff_ONLOS","pff_OPERATIONTIME","pff_PASSBLOCKING","pff_PASSBREAKUP","pff_PASSCOVERAGE","pff_PASSCOVERAGE1","pff_PASSCOVERAGE2","pff_PASSCOVERAGEPLAYERS","pff_PASSDEPTH","pff_PASSDIRECTION","pff_PASSER","pff_PASSPATTERN","pff_PASSPATTERNBASIC","pff_PASSPATTERNBYPLAYER","pff_PASSRECEIVERPOSITIONTARGET","pff_PASSRECEIVERTARGET","pff_PASSRESULT","pff_PASSROUTETARGET","pff_PASSROUTETARGETGROUP","pff_PASSRUSHPLAYERS","pff_PASSRUSHRESULT","pff_PASSWIDTH","pff_PASSZONE","pff_PENALTY","pff_PISTOL","pff_PLAYACTIONFAKE","pff_PLAYENDFIELDPOSITION","pff_POAACTUAL","pff_POACHANGEREASON","pff_POAINTENDED","pff_POSITIVEPFFGRADE","pff_PRESS","pff_PRESSUREDETAIL","pff_PUMPFAKE","pff_PUNTRUSH","pff_PURSUIT","pff_QB","pff_QBMOVEDOFFSPOT","pff_QBPRESSURE","pff_QBPRESSUREALLOWED","pff_QBRESET","pff_QBSCRAMBLE","pff_RBALIGNMENT","pff_RBDEPTH","pff_RBDIRECTION","pff_RBSINBACKFIELD","pff_RETDIRECTIONINTENDED","pff_RETURNDIRECTION","pff_RETURNER","pff_RUNCONCEPT3","pff_RUNCONCEPTPRIMARY","pff_RUNCONCEPTSECONDARY","pff_RUNPASS","pff_SACK","pff_SCOREDIFFERENTIAL","pff_SHIFTMOTION","pff_SHOTGUN","pff_SPECIALTEAMSTYPE","pff_STOP","pff_STSAFETIES","pff_TACKLE","pff_TACKLEASSIST","pff_TEALIGNMENT","pff_TOUCHDOWN","pff_UNBLOCKEDPRESSURE","pff_VISE","pff_WRALIGNMENT","pff_PLAYCLOCK","pff_RUNPASSOPTION"
3401263,16800,"1/13/20",2019,"FC",76953,0,1,1,"11:18",0,0,0,0,0,1,2,0,0,NA,NA,0,0,0,0,0,NA,0,3401260,NA,0,0,NA,11,0,NA,1.9,0,0,NA,NA,0,"","4; SCCL D13; SCCL D34; SCCL D35; SCCL D47","","C","","","LCB; SCBL; SSL; FS; SCBiR; SCBoR; RCB","SSL; LE; NT; RE; RLB","3/1/07","SCCL D01 (SCBoR); SCCL D08 (LCB); SCCL D11 (SCBiR); SCCL D12 (SCBL); SCCL D13 (NT); SCCL D14 (FS); SCCL D19 (RCB); SCCL D24 (SSL); SCCL D34 (RE); SCCL D35 (LE); SCCL D47 (RLB)","SCCL D01 (0.0); SCCL D08 (0.0); SCCL D11 (+1.0); SCCL D12 (0.0); SCCL D13 (0.0); SCCL D14 (0.0); SCCL D19 (0.0); SCCL D24 (0.0); SCCL D34 (0.0); SCCL D35 (0.0); SCCL D47 (0.0)","","1G","SCCL",13,"","LE; NT; RE","","PUNT",-3,4,"PUNT - DOWNED",-7,7,"SD",-4,"","","","",NA,"",NA,"R","L","","","PD","","","LAST 81 (SLiWR); SCCL D11 (SCBiR)","",NA,"","","","","",NA,"","RLB","","","","","LWR; SLoWR^; SLiWR; SRWR; RWR^","3x2","HB>LWR; TE>SLiWR","3-0-1-1","11","LAST 01; LAST 02; LAST 06; LAST 22; LAST 81","LAST 01 (RWR); LAST 02 (SRWR); LAST 06 (SLoWR); LAST 09 (QB); LAST 22 (LWR); LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C); LAST 81 (SLiWR)","LAST 01 (0.0); LAST 02 (0.0); LAST 06 (0.0); LAST 09 (0.0); LAST 22 (0.0); LAST 68 (0.0); LAST 73 (0.0); LAST 76 (0.0); LAST 77 (0.0); LAST 79 (0.0); LAST 81 (0.0)","","3R","LAST","LAST 01; LAST 06",NA,"5; LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C)","SCCL D11","","SCCL D11","","8; SCCL D01; SCCL D08; SCCL D11; SCCL D12; SCCL D14; SCCL D19; SCCL D24; SCCL D47",5,"M","LAST 09 (QB)","","","","SLiWR","LAST 81","INCOMPLETE","","3R","3; SCCL D13 (NT); SCCL D34 (RE); SCCL D35 (LE)","",20,"4","","","",-4,"","","","SCCL D11","SCCL D08 > LAST 01; SCCL D12 > LAST 02; SCCL D19 > LAST 22","",0,"","","LAST 09",0,"","",0,"","EMPTY","","","","","","",NA,"","","P","",0,"","S","","","","","","","","","","LWR; SLoWR^; SLiWR; SRWR; RWR^",9,0
3401264,16800,"1/13/20",2019,"FC",76953,0,1,2,"11:14",0,0,0,0,0,1,3,0,0,NA,NA,0,0,0,0,0,NA,1,3401263,NA,0,0,NA,12,0,NA,2.4,0,0,NA,NA,0,"","6; SCCL D11; SCCL D13; SCCL D19; SCCL D34; SCCL D35; SCCL D47","","R","","","LCB; SSL; FS; SCBR; RCB","SSL; LE; NT; MLB; RE; RLB; RLB","3/1/07","SCCL D01 (RCB); SCCL D08 (LCB); SCCL D11 (RLB); SCCL D12 (SCBR); SCCL D13 (NT); SCCL D14 (FS); SCCL D19 (RLB); SCCL D24 (SSL); SCCL D34 (RE); SCCL D35 (LE); SCCL D47 (MLB)","SCCL D01 (0.0); SCCL D08 (+1.0); SCCL D11 (0.0); SCCL D12 (0.0); SCCL D13 (0.0); SCCL D14 (0.0); SCCL D19 (0.0); SCCL D24 (0.0); SCCL D34 (0.0); SCCL D35 (0.0); SCCL D47 (0.0)","","1G","SCCL",13,"","LE; NT; RE","","PUNT",-3,4,"PUNT - DOWNED",-7,4,"SD",-4,"","","","",NA,"",NA,"R","L","","","PD","","","LAST 01 (RWR); SCCL D08 (LCB)","",NA,"","","","","",NA,"","MLB; RLB; RLB","","","","","LWR^; SLWR; TE-L; HB-L; RWR^","3x1","","3-0-1-1","11","LAST 01; LAST 02; LAST 06; LAST 22; LAST 81","LAST 01 (RWR); LAST 02 (SLWR); LAST 06 (LWR); LAST 09 (QB); LAST 22 (HB-L); LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C); LAST 81 (TE-L)","LAST 01 (0.0); LAST 02 (0.0); LAST 06 (0.0); LAST 09 (0.0); LAST 22 (0.0); LAST 68 (0.0); LAST 73 (0.0); LAST 76 (0.0); LAST 77 (0.0); LAST 79 (0.0); LAST 81 (0.0)","","3R","LAST","LAST 01; LAST 06",NA,"6; LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C); LAST 81 (TE-L)","SCCL D08","","SCCL D08","","8; SCCL D01; SCCL D08; SCCL D11; SCCL D12; SCCL D14; SCCL D19; SCCL D24; SCCL D47",10,"M","LAST 09 (QB)","","","","RWR","LAST 01","INCOMPLETE","","2R","3; SCCL D13 (NT); SCCL D34 (RE); SCCL D35 (LE)","",36,"5R","","","",-4,"","","","SCCL D08","SCCL D01 > LAST 06; SCCL D08 > LAST 01","",0,"","","LAST 09",0,"","",0,"","HB-L","HB-L","","1; LAST 22 (HB-L)","","","",NA,"","","P","",0,"Y","S","","","","","","L","","","","LWR^; SLWR; RWR^",1,1
3401266,16800,"1/13/20",2019,"FC",76953,0,1,3,"11:10",0,1,0,0,0,1,4,-1,0,NA,NA,0,0,0,0,0,NA,0,3401264,NA,0,1,NA,13,0,NA,1.5,0,0,1,1,0,"LAST 02","6; SCCL D11; SCCL D13; SCCL D24; SCCL D34; SCCL D35; SCCL D47","","C","","","LCB; FSR; SCBiR; SCBoR; RCB","LLB; LLB; LEO; LILB; NT; REO","3/1/07","SCCL D01 (RCB); SCCL D08 (LCB); SCCL D11 (LLB); SCCL D12 (SCBoR); SCCL D13 (NT); SCCL D14 (FSR); SCCL D19 (SCBiR); SCCL D24 (LLB); SCCL D34 (REO); SCCL D35 (LEO); SCCL D47 (LILB)","SCCL D01 (0.0); SCCL D08 (0.0); SCCL D11 (0.0); SCCL D12 (0.0); SCCL D13 (0.0); SCCL D14 (0.0); SCCL D19 (+0.5); SCCL D24 (0.0); SCCL D34 (0.0); SCCL D35 (0.0); SCCL D47 (0.0)","","1G","SCCL",13,"","LEO; NT; REO","","PUNT",-3,4,"PUNT - DOWNED",-7,6,"SD",-4,"SCCL D19","","","",-1,"",NA,"R","L","","","","","","LAST 02 (SLoWR); SCCL D19 (SCBiR)","",NA,"","","","","",NA,"","LLB; LLB; LILB","","","","","LWR^; SLoWR; SLiWR; HB-R; RWR^","3x1","TE>SLiWR","3-0-1-1","11","LAST 01; LAST 02; LAST 06; LAST 22; LAST 81","LAST 01 (RWR); LAST 02 (SLoWR); LAST 06 (LWR); LAST 09 (QB); LAST 22 (HB-R); LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C); LAST 81 (SLiWR)","LAST 01 (0.0); LAST 02 (0.0); LAST 06 (0.0); LAST 09 (0.0); LAST 22 (0.0); LAST 68 (0.0); LAST 73 (0.0); LAST 76 (0.0); LAST 77 (0.0); LAST 79 (0.0); LAST 81 (0.0)","","3R","LAST","LAST 01; LAST 06",NA,"6; LAST 22 (HB-R); LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C)","","","SCCL D19","","7; SCCL D01; SCCL D08; SCCL D11; SCCL D12; SCCL D14; SCCL D19; SCCL D24",-2,"M","LAST 09 (QB)","","","","SLoWR","LAST 02","COMPLETE","","0R","4; SCCL D13 (NT); SCCL D34 (REO); SCCL D35 (LEO); SCCL D47 (LILB)","",20,"4","","","",-3,"","","","SCCL D19","SCCL D01 > LAST 06; SCCL D12 > LAST 02","",0,"","","LAST 09",0,"","",0,"","HB-R","HB-R","","1; LAST 22 (HB-R)","","","",NA,"","","P","",0,"","S","","SCCL D19","","SCCL D19","","","","","","LWR^; SLoWR; SLiWR; RWR^",3,0
3401269,16800,"1/13/20",2019,"FC",76953,0,1,4,"10:35",0,NA,0,0,0,NA,NA,39,0,1.29,39,0,0,0,0,0,NA,0,3401266,0,0,0,0.77,14,0,NA,NA,0,0,NA,NA,0,"SCCL 03","","","","","","","","","","","","","SCCL",14,"","","","",NA,NA,"",NA,NA,"",-3,"","","","",39,"",3.39,"C","C","","","","","","","CC",39,"","","LAST S38","RETURNED","N",20,"4","","","","","","","","","","","","","","","","LAST","",2.06,"","","","","","",NA,"","","","","","","","","","","","",NA,"","","","",-42,"","","","","","",0,"","","",NA,"","",NA,"","EMPTY","","","","","","SCCL 03",NA,"","","","",0,"","","PUNT","","","LAST 13","","","","","","",12,0
3401272,16800,"1/13/20",2019,"FC",76953,0,1,1,"10:25",0,NA,0,0,0,2,1,5,0,NA,NA,0,0,0,0,1,NA,0,3401269,NA,0,0,NA,15,0,NA,NA,0,0,NA,3,0,"SCCL 09","7; LAST D03; LAST D06; LAST D08; LAST D18; LAST D72; LAST D91; LAST D97","","","","","LCB; SCBL; FS; RCB","LLB; LLB; LE; NT; RILB; RE; ROLB","3/3/05","LAST D01 (LCB); LAST D03 (LLB); LAST D05 (SCBL); LAST D06 (LLB); LAST D07 (FS); LAST D08 (RILB); LAST D18 (ROLB); LAST D24 (RCB); LAST D72 (NT); LAST D91 (RE); LAST D97 (LE)","LAST D01 (0.0); LAST D03 (0.0); LAST D05 (0.0); LAST D06 (0.0); LAST D07 (0.0); LAST D08 (0.0); LAST D18 (0.0); LAST D24 (0.0); LAST D72 (0.0); LAST D91 (0.0); LAST D97 (0.0)","DRIVE START","2A","LAST",10,"","LE; NT; RE","","PUNT",37,3,"PUNT - RETURN",42,NA,"",42,"LAST D06","","","",5,"",NA,"L","R","","","","","","SCCL 03 (SRWR); SCCL 09 (HB-L); LAST D06 (LLB)","",NA,"","","","","",NA,"","LLB; LLB; RILB; ROLB","","","","SCCL 03","LWR^; HB-L; TE-R^; SRWR; RWR","1x3","","3-0-1-1","11","SCCL 03; SCCL 05; SCCL 08; SCCL 09; SCCL 84","SCCL 03 (SRWR); SCCL 05 (LWR); SCCL 08 (RWR); SCCL 09 (HB-L); SCCL 16 (QB); SCCL 59 (RG); SCCL 73 (RT); SCCL 74 (LG); SCCL 76 (C); SCCL 79 (LT); SCCL 84 (TE-R)","SCCL 03 (-0.5); SCCL 05 (0.0); SCCL 08 (0.0); SCCL 09 (+0.5); SCCL 16 (0.0); SCCL 59 (0.0); SCCL 73 (0.0); SCCL 74 (0.0); SCCL 76 (0.0); SCCL 79 (0.0); SCCL 84 (0.0)","DRIVE START","2A","SCCL","SCCL 05; SCCL 84",NA,"","","","","","",NA,"","","","","","","","","","","","",NA,"","","","",37,"RE","","RE","SCCL 09","LAST D01 > SCCL 08; LAST D24 > SCCL 05","",0,"","","SCCL 16",NA,"","",NA,"","HB-L","HB-L","R","1; SCCL 09 (HB-L)","","","",NA,"COUNTER","READ OPTION","R","",0,"","S","","","","LAST D06","","R","","","","LWR^; SRWR; RWR",18,0
3401274,16800,"1/13/20",2019,"FC",76953,0,1,2,"9:57",1,0,0,0,0,2,2,0,0,NA,NA,0,0,0,0,0,NA,1,3401272,NA,0,0,NA,16,0,NA,1.9,0,0,NA,NA,0,"","6; LAST D06; LAST D08; LAST D18; LAST D72; LAST D91; LAST D97","","R","","","LCB; FS; SCBiR; SCBoR; RCB","LOLB; DLT; NRT; RILB; RE; RLB","3/3/05","LAST D01 (LCB); LAST D03 (SCBiR); LAST D05 (SCBoR); LAST D06 (RLB); LAST D07 (FS); LAST D08 (RILB); LAST D18 (LOLB); LAST D24 (RCB); LAST D72 (NRT); LAST D91 (RE); LAST D97 (DLT)","LAST D01 (0.0); LAST D03 (0.0); LAST D05 (+0.5); LAST D06 (0.0); LAST D07 (0.0); LAST D08 (0.0); LAST D18 (0.0); LAST D24 (0.0); LAST D72 (0.0); LAST D91 (0.0); LAST D97 (0.0)","","1G","LAST",5,"","DLT; NRT; RE","","PUNT",37,3,"PUNT - RETURN",42,6,"SD",37,"","","","",NA,"",NA,"R","L","","","CC","","","SCCL 03 (SLoWR); LAST D05 (SCBoR)","",NA,"","","","","",NA,"","LOLB; RILB; RLB","","","","","LWR; SLoWR^; SLiWR; HB-L; RWR^","3x1","TE>SLiWR","3-0-1-1","11","SCCL 03; SCCL 05; SCCL 08; SCCL 09; SCCL 88","SCCL 03 (SLoWR); SCCL 05 (RWR); SCCL 08 (LWR); SCCL 09 (HB-L); SCCL 16 (QB); SCCL 59 (RG); SCCL 73 (RT); SCCL 74 (LG); SCCL 76 (C); SCCL 79 (LT); SCCL 88 (SLiWR)","SCCL 03 (0.0); SCCL 05 (0.0); SCCL 08 (0.0); SCCL 09 (0.0); SCCL 16 (0.0); SCCL 59 (0.0); SCCL 73 (0.0); SCCL 74 (0.0); SCCL 76 (0.0); SCCL 79 (0.0); SCCL 88 (0.0)","SCCL 88","3R","SCCL","SCCL 03; SCCL 05",NA,"6; SCCL 09 (HB-L); SCCL 59 (RG); SCCL 73 (RT); SCCL 74 (LG); SCCL 76 (C); SCCL 79 (LT)","","","LAST D05","","6; LAST D01; LAST D03; LAST D05; LAST D07; LAST D08; LAST D24",3,"M","SCCL 16 (QB)","","","","SLoWR","SCCL 03","INCOMPLETE","","2R","5; LAST D06 (RLB); LAST D18 (LOLB); LAST D72 (NRT); LAST D91 (RE); LAST D97 (DLT)","",24,"4","","","",37,"","","","LAST D05","LAST D01 > SCCL 05; LAST D24 > SCCL 08","",0,"","","SCCL 16",0,"","",0,"","HB-L","HB-L","","1; SCCL 09 (HB-L)","","","",NA,"","","P","",0,"","S","","","","","","","","","","LWR; SLoWR^; SLiWR; RWR^",18,0
3401275,16800,"1/13/20",2019,"FC",76953,0,1,3,"9:53",1,0,1,0,0,2,3,0,0,NA,NA,0,0,0,0,0,NA,0,3401274,NA,0,0,NA,17,1,NA,2.6,0,0,NA,NA,0,"","5; LAST D08; LAST D18; LAST D35; LAST D45; LAST D91","","C","","","LCB; SCBL; FSR; SCBR; SCBR; RCB","LOLB; LILB; NT; REO; RLB","1/4/06","LAST D01 (LCB); LAST D03 (FSR); LAST D05 (SCBL); LAST D07 (SCBR); LAST D08 (RLB); LAST D18 (REO); LAST D24 (RCB); LAST D25 (SCBR); LAST D35 (LILB); LAST D45 (LOLB); LAST D91 (NT)","LAST D01 (0.0); LAST D03 (0.0); LAST D05 (0.0); LAST D07 (0.0); LAST D08 (0.0); LAST D18 (0.0); LAST D24 (0.0); LAST D25 (0.0); LAST D35 (0.0); LAST D45 (0.0); LAST D91 (0.0)","LAST D25; LAST D35; LAST D45","1G","LAST",5,"","NT; REO","","PUNT",37,3,"PUNT - RETURN",42,10,"SD",37,"","","","",NA,"",NA,"R","L","","","OT","","","SCCL 16 (QB); SCCL 79 (LT); LAST D07 (SCBR)","",NA,"","","","","",NA,"","LOLB; LILB; RLB","","","","SCCL 16; SCCL 79","LWR^; SLWR; HB-L; SRWR; RWR^","2x2","","4-0-1-0","10","SCCL 02; SCCL 03; SCCL 05; SCCL 08; SCCL 09","SCCL 02 (LWR); SCCL 03 (SLWR); SCCL 05 (RWR); SCCL 08 (SRWR); SCCL 09 (HB-L); SCCL 16 (QB); SCCL 59 (RG); SCCL 73 (RT); SCCL 74 (LG); SCCL 76 (C); SCCL 79 (LT)","SCCL 02 (0.0); SCCL 03 (0.0); SCCL 05 (0.0); SCCL 08 (0.0); SCCL 09 (0.0); SCCL 16 (-0.5); SCCL 59 (0.0); SCCL 73 (0.0); SCCL 74 (0.0); SCCL 76 (0.0); SCCL 79 (-0.5)","SCCL 02","3R","SCCL","SCCL 02; SCCL 05",NA,"6; SCCL 09 (HB-L); SCCL 59 (RG); SCCL 73 (RT); SCCL 74 (LG); SCCL 76 (C); SCCL 79 (LT)","","","LAST D01","","7; LAST D01; LAST D03; LAST D05; LAST D24; LAST D25; LAST D35; LAST D45",36,"R","SCCL 16 (QB)","","","","RWR","SCCL 05","INCOMPLETE","","9R","4; LAST D07 (SCBR); LAST D08 (RLB); LAST D18 (REO); LAST D91 (NT)","",50,"6R","","","",37,"","","","","LAST D01 > SCCL 05; LAST D24 > SCCL 02","LAST D07 (U) SCCL 79",0,"","","SCCL 16",0,"","",0,"","HB-L","HB-L","","1; SCCL 09 (HB-L)","","","",NA,"","","P","",0,"","S","","","","","","","","","","LWR^; SLWR; SRWR; RWR^",7,0
3401276,16800,"1/13/20",2019,"FC",76953,0,1,4,"9:47",0,NA,0,0,0,NA,NA,33,0,0.83,33,0,0,0,0,0,NA,0,3401275,NA,0,0,0.79,18,0,NA,NA,0,0,NA,NA,0,"","","","","","","","","","","","","","LAST",5,"","","","",NA,NA,"",NA,NA,"",37,"","","","",33,"",4.06,"R","L","","","","","","","KTB",34,"","","SCCL S48","DOWNED","A",28,"4","","","","","","","","","","","","","","","","SCCL","",1.62,"","","","","","",NA,"","","","","","","","","","","","",NA,"","","","",4,"","","","","","",0,"","","",NA,"","",NA,"","EMPTY","","","","","","",NA,"","","","",0,"","","PUNT","","","","","","","","","",3,0
3401277,16800,"1/13/20",2019,"FC",76953,0,1,1,"9:38",0,NA,0,0,0,2,1,-2,0,NA,NA,0,0,0,0,0,NA,0,3401276,NA,0,0,NA,19,0,NA,NA,0,0,NA,0,0,"LAST 22","7; SCCL D11; SCCL D14; SCCL D19; SCCL D34; SCCL D35; SCCL D47; SCCL D59","LAST 02; LAST 06","","","","LCB; SCBL; SSR; RCB","LLB; LE; LILB; NT; RILB; RE; RLB; SSR","3/1/07","SCCL D01 (RCB); SCCL D08 (LCB); SCCL D11 (RLB); SCCL D12 (SCBL); SCCL D14 (LLB); SCCL D19 (RILB); SCCL D24 (SSR); SCCL D34 (RE); SCCL D35 (LE); SCCL D47 (LILB); SCCL D59 (NT)","SCCL D01 (0.0); SCCL D08 (0.0); SCCL D11 (+0.5); SCCL D12 (0.0); SCCL D14 (0.0); SCCL D19 (0.0); SCCL D24 (0.0); SCCL D34 (0.0); SCCL D35 (0.0); SCCL D47 (0.0); SCCL D59 (0.0)","DRIVE START","1G","SCCL",10,"","LE; NT; RE","","PUNT",-11,3,"PUNT - DOWNED",-4,NA,"",-4,"SCCL D11","","","",-2,"",NA,"C","C","","","","","","SCCL D11 (RLB)","",NA,"","","","","",NA,"","LLB; LILB; RILB; RLB","","","","","LWR^; HB-R; TE-R; SRWR^; RWR","1x3","","3-0-1-1","11","LAST 01; LAST 02; LAST 06; LAST 22; LAST 81","LAST 01 (LWR); LAST 02 (SRWR); LAST 06 (RWR); LAST 09 (QB); LAST 22 (HB-R); LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C); LAST 81 (TE-R)","LAST 01 (0.0); LAST 02 (0.0); LAST 06 (0.0); LAST 09 (0.0); LAST 22 (0.0); LAST 68 (0.0); LAST 73 (0.0); LAST 76 (0.0); LAST 77 (0.0); LAST 79 (0.0); LAST 81 (0.0)","DRIVE START","3R","LAST","LAST 01; LAST 02",NA,"","","","","","",NA,"","","","","","","","","","","","",NA,"","","","",-2,"MR","","MR","SCCL D11","SCCL D01 > LAST 01; SCCL D12 > LAST 02","",0,"","","LAST 09",NA,"","",NA,"","HB-R","HB-R","L","1; LAST 22 (HB-R)","","","",NA,"INSIDE ZONE","","R","",0,"","S","","SCCL D11","","SCCL D11","","R","","","","LWR^; SRWR^; RWR",12,1
3401280,16800,"1/13/20",2019,"FC",76953,0,1,2,"9:17",0,1,0,0,0,2,2,9,0,NA,NA,0,0,0,0,0,NA,1,3401277,NA,0,0,NA,20,0,NA,2.7,0,0,0,0,0,"LAST 01","6; SCCL D11; SCCL D19; SCCL D34; SCCL D35; SCCL D47; SCCL D59","","C","","","LCB; SCBL; FS; FS; RCB","LLB; LE; NT; MLB; RE; RLB","3/1/07","SCCL D01 (RCB); SCCL D08 (LCB); SCCL D11 (LLB); SCCL D12 (SCBL); SCCL D14 (FS); SCCL D19 (RLB); SCCL D24 (FS); SCCL D34 (RE); SCCL D35 (LE); SCCL D47 (MLB); SCCL D59 (NT)","SCCL D01 (0.0); SCCL D08 (0.0); SCCL D11 (0.0); SCCL D12 (0.0); SCCL D14 (0.0); SCCL D19 (0.0); SCCL D24 (0.0); SCCL D34 (0.0); SCCL D35 (0.0); SCCL D47 (0.0); SCCL D59 (0.0)","","2A","SCCL",12,"","LE; NT; RE","","PUNT",-11,3,"PUNT - DOWNED",-4,8,"SD",-2,"SCCL D01","","","",9,"",NA,"C","C","","","","","","LAST 01 (LWR); SCCL D01 (RCB)","",NA,"","","","","",NA,"","LLB; MLB; RLB","","","","","LWR^; HB; TE-R; SRWR; RWR^","1x3","","3-0-1-1","11","LAST 01; LAST 02; LAST 06; LAST 22; LAST 81","LAST 01 (LWR); LAST 02 (SRWR); LAST 06 (RWR); LAST 09 (QB); LAST 22 (HB); LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C); LAST 81 (TE-R)","LAST 01 (+0.5); LAST 02 (0.0); LAST 06 (0.0); LAST 09 (0.0); LAST 22 (0.0); LAST 68 (0.0); LAST 73 (0.0); LAST 76 (0.0); LAST 77 (0.0); LAST 79 (0.0); LAST 81 (0.0)","","2A","LAST","LAST 01; LAST 06",NA,"5; LAST 68 (RG); LAST 73 (LG); LAST 76 (RT); LAST 77 (LT); LAST 79 (C)","","","SCCL D01","","8; SCCL D01; SCCL D08; SCCL D11; SCCL D12; SCCL D14; SCCL D19; SCCL D24; SCCL D47",9,"L","LAST 09 (QB)","","","","LWR","LAST 01","COMPLETE","","6R","3; SCCL D34 (RE); SCCL D35 (LE); SCCL D59 (NT)","",4,"2L","","","",-11,"","","","LAST 01","","",0,"","","LAST 09",0,"","",0,"","HB","HB","","1; LAST 22 (HB)","","","",NA,"","","P","",0,"","S","","","","SCCL D01","","R","","","","LWR^; SRWR; RWR^",26,0
